date,close_price,ret_1,ret_5,momentum_10,ema_12,ema_26,macd,vol_10,vol_30,rsi_14,bb_position,best_action,expected_profit,confidence
2025-09-23 00:00:00+05:30,25169.5,-0.0013034343973540308,-0.0027576106300221115,0.012099611371424679,25127.420442142564,24951.780760836606,175.63968130595822,0.0039386696955902275,0.005133382527289624,71.5941657757187,0.7031896615333139,-1,4.135842870144341,1.0
2025-09-24 00:00:00+05:30,25056.900390625,-0.00447365300760838,-0.010791429590114587,0.003355641973195045,25116.571203447555,24959.56740008019,157.00380336736634,0.004155979676466512,0.005000171498386712,64.07994585259152,0.5956034167547012,-1,3.611928245122821,1.0
2025-09-25 00:00:00+05:30,24890.849609375,-0.006626948212322681,-0.02095493982699237,-0.004585006923476853,25081.84480435947,24954.477193361286,127.3676109981825,0.004676614173240837,0.005107077805109767,55.741579171873944,0.43475865222777804,-1,3.0626539171602163,1.0
2025-09-26 00:00:00+05:30,24654.69921875,-0.009487437927231501,-0.02654677673713801,-0.01828863507406231,25016.130098881087,24932.271417464155,83.85868141693209,0.005125865151065011,0.00533876786190519,46.07504954160265,0.1902929424603229,1,3.791325730902738,1.0
2025-09-29 00:00:00+05:30,24634.900390625,-0.0008030448049409777,-0.022515726809016035,-0.017324000832071862,24957.479374533996,24910.24393399459,47.235440539407136,0.005136267296539837,0.005340423301549534,41.8475165224501,0.16976437125985702,1,4.001699526490979,1.0
2025-09-30 00:00:00+05:30,24611.099609375,-0.0009661407544825362,-0.022185597275472313,-0.024882028666614153,24904.190179894147,24888.08509513388,16.105084760267346,0.004210840552273035,0.0049999153989002286,36.61838008929551,0.1417104519930396,1,3.975196477444139,1.0
2025-10-01 00:00:00+05:30,24836.30078125,0.009150390492475902,-0.008803946455306022,-0.019500368877133023,24893.74565702582,24884.249220031368,9.49643699445005,0.005322785509639016,0.005232352933105055,44.52572272087315,0.35349978489808803,1,3.460315242707053,1.0
2025-10-03 00:00:00+05:30,24894.25,0.0023332467769816567,0.00013661207545601073,-0.020821190449357152,24893.82324825262,24884.990018547564,8.833229705054691,0.005178831796682818,0.005223909637717743,42.64977187325247,0.40113601228893275,1,3.643922401452028,1.0
2025-10-06 00:00:00+05:30,25077.650390625,0.007367178791287232,0.01715499216284666,-0.009847194321165653,24922.10434707914,24899.261157219968,22.843189859173435,0.005920171546388541,0.005398119321856621,50.2586906796026,0.5737472742846437,1,2.6499415933221355,1.0
2025-10-07 00:00:00+05:30,25108.30078125,0.0012222193924698033,0.01921665535961159,-0.0037317484116645705,24950.749952336195,24914.745573814787,36.00437852140749,0.005781911144404179,0.0051552404765893576,45.62311854029444,0.590530832918509,1,2.760347572747872,1.0
2025-10-08 00:00:00+05:30,25046.150390625,-0.0024752925801897474,0.017677015174254018,-0.004900757240906661,24965.426942842165,24924.479263948877,40.94767889328796,0.005814965731043845,0.005133716505675035,40.305098889204366,0.5141029368106954,1,3.1709765254915165,1.0
2025-10-09 00:00:00+05:30,25181.80078125,0.005416017571936882,0.013911089378529029,0.004984670437199412,24998.71522567414,24943.540117082295,55.17510859184404,0.005899882261173918,0.004831307176876572,41.98014876120859,0.6496397501379972,1,3.675864977158187,1.0
2025-10-10 00:00:00+05:30,25285.349609375,0.0041120501676790155,0.015710439534229792,0.015849197845436924,25042.81282316658,24968.859338733608,73.95348443297189,0.005413140225282273,0.004545886061792101,48.623271109391624,0.7404388283900295,1,3.7539160937789173,1.0
2025-10-13 00:00:00+05:30,25227.349609375,-0.0022938183927065925,0.005969427614556988,0.023226825261348116,25071.203097967875,24988.006766188526,83.19633177934884,0.004095562818204263,0.004525218450622782,50.86337845385108,0.6712086146405446,1,4.531637415001752,1.0
2025-10-14 00:00:00+05:30,25145.5,-0.003244479132464395,0.0014815506263881062,0.020726676433784563,25082.633390588202,24999.672931656045,82.96045893215705,0.004365390175757613,0.004390012208448314,49.19829010311054,0.5815478358934917,1,4.975165392010336,1.0
2025-10-15 00:00:00+05:30,25323.55078125,0.007080820872521931,0.011075569949816844,0.028948368142137415,25119.697604536173,25023.66388347782,96.03372105835297,0.0044851736153202915,0.004511870079414499,58.53416729905873,0.7582796602923996,1,4.328956650605117,1.0
2025-10-16 00:00:00+05:30,25585.30078125,0.010336228211479837,0.016023476776150236,0.03015747017226711,25191.328862492148,25065.26661664613,126.0622458460166,0.004681158323550947,0.004757402332983937,70.94305259574188,0.9742946325408455,1,3.1706855406306715,1.0
2025-10-17 00:00:00+05:30,25709.849609375,0.004867983737610659,0.01678837771903341,0.0327625700462959,25271.101285089513,25113.01350499642,158.0877800930939,0.0047104544576222354,0.004804301675637392,84.11745908648265,1.02704429430841,1,3.0576630650041703,1.0
2025-10-20 00:00:00+05:30,25843.150390625,0.005184813729964155,0.024410046667017182,0.030525188288220706,25359.10883978728,25167.09771874668,192.0111210405994,0.004545608547933845,0.0048514906850742725,86.39632685528167,1.0422697715838773,1,2.4082165171647345,1.0
2025-10-21 00:00:00+05:30,25868.599609375,0.0009847568259027106,0.028756620841701386,0.030280775857710163,25437.49203510847,25219.06082175619,218.43121335227988,0.004556654294402475,0.004852201654238178,87.8423111646103,0.9793493905434277,1,2.771750481073773,1.0
2025-10-23 00:00:00+05:30,25891.400390625,0.0008814076368377499,0.022423775175930194,0.03374770121624704,25507.32408980332,25268.86375278351,238.46033701980923,0.004219946070101188,0.004831844632477072,86.15584578995768,0.9301063895473165,1,2.335021610275228,1.0
2025-10-24 00:00:00+05:30,25795.150390625,-0.0037174505259611745,0.008201959835030914,0.024356860524116675,25551.6050591605,25307.847948179173,243.75711098132888,0.004682018363116671,0.004886995029738938,80.0821475760726,0.8316661363759935,1,3.064383191800206,1.0
2025-10-27 00:00:00+05:30,25966.05078125,0.006625291500029773,0.009965098037040931,0.02692077358592737,25615.365939481962,25356.603713591827,258.7622258901356,0.004847511755705391,0.00499044287570398,79.91447763883573,0.8806561386253305,-1,2.726116865707696,1.0
2025-10-28 00:00:00+05:30,25936.19921875,-0.001149638146805021,0.003600521868214468,0.02809845744206041,25664.7249055232,25399.536713973917,265.1881915492813,0.004729379670705533,0.00497460686314586,77.89224330797778,0.8305441344533275,-1,3.240503878683472,1.0
2025-10-29 00:00:00+05:30,26053.900390625,0.0045381040946781415,0.007163154714523001,0.03612576368038023,25724.59805707732,25448.008097429552,276.5899596477684,0.004242190167381246,0.004982725159036626,82.72654388800231,0.8622781552227329,-1,4.008579663606173,1.0
2025-10-30 00:00:00+05:30,25877.849609375,-0.0067571756478100875,-0.0005233699624415111,0.021888669283117057,25748.17521896927,25479.84820942551,268.32700954376196,0.005131102965744425,0.005081172918225015,72.02612650141474,0.743793312566323,-1,3.421450686268418,1.0
2025-10-31 00:00:00+05:30,25722.099609375,-0.006018660837397216,-0.0028319579511562054,0.00534677427850494,25744.163586723997,25497.792757569914,246.37082915408246,0.004840582214660293,0.005203162299114192,63.37873961666312,0.6289226826495754,-1,2.7703437207944157,1.0
