date,price,action,confidence,expected_profit,quantity,position,cash,portfolio_value,pnl
2026-04-24 00:00:00+05:30,23897.94921875,-1,0.9646104668169394,3.0875943715904346,0,0.0,100000.0,100000.0,0.0
2026-04-27 00:00:00+05:30,24092.69921875,-1,0.9747280244426463,3.1084731329520117,0,0.0,100000.0,100000.0,0.0
2026-04-28 00:00:00+05:30,23995.69921875,-1,0.973616168091449,3.0779280612690956,0,0.0,100000.0,100000.0,0.0
2026-04-29 00:00:00+05:30,24177.650390625,-1,0.976626743999361,3.2189499314746826,0,0.0,100000.0,100000.0,0.0
2026-04-30 00:00:00+05:30,23997.55078125,-1,0.9695404198517937,3.077958995759902,0,0.0,100000.0,100000.0,0.0
