Datetime,Close,High,Low,Open,Volume
2025-04-08 09:15:00+05:30,1894.800048828125,1898.0,1880.25,1880.25,0
2025-04-08 09:16:00+05:30,1891.8499755859375,1895.300048828125,1887.800048828125,1895.1500244140625,34458
2025-04-08 09:17:00+05:30,1901.5999755859375,1902.949951171875,1893.300048828125,1893.300048828125,42000
2025-04-08 09:18:00+05:30,1907.75,1909.0,1899.300048828125,1900.550048828125,19000
2025-04-08 09:19:00+05:30,1906.0,1908.449951171875,1905.0,1907.75,18202
2025-04-08 09:20:00+05:30,1909.1500244140625,1910.449951171875,1905.699951171875,1906.1500244140625,14890
2025-04-08 09:21:00+05:30,1909.199951171875,1912.0,1908.5,1909.800048828125,14811
2025-04-08 09:22:00+05:30,1903.5,1909.300048828125,1901.199951171875,1909.300048828125,22629
2025-04-08 09:23:00+05:30,1908.1500244140625,1909.800048828125,1901.6500244140625,1902.4000244140625,13037
2025-04-08 09:24:00+05:30,1909.550048828125,1909.550048828125,1906.300048828125,1907.5,6701
2025-04-08 09:25:00+05:30,1914.1500244140625,1914.949951171875,1910.050048828125,1910.8499755859375,18370
2025-04-08 09:26:00+05:30,1915.3499755859375,1916.800048828125,1913.300048828125,1915.8499755859375,19731
2025-04-08 09:27:00+05:30,1916.050048828125,1916.5,1914.050048828125,1915.5999755859375,16219
2025-04-08 09:28:00+05:30,1913.0,1916.5,1911.75,1916.5,12556
2025-04-08 09:29:00+05:30,1915.4000244140625,1918.0,1914.0,1914.0,9069
2025-04-08 09:30:00+05:30,1915.25,1917.0,1914.300048828125,1916.300048828125,6482
2025-04-08 09:31:00+05:30,1917.800048828125,1918.0,1916.0,1916.0,7935
2025-04-08 09:32:00+05:30,1922.5,1923.300048828125,1917.800048828125,1918.0,15081
2025-04-08 09:33:00+05:30,1923.4000244140625,1924.75,1921.0,1921.800048828125,13741
2025-04-08 09:34:00+05:30,1924.0,1925.0,1922.050048828125,1923.0,12337
2025-04-08 09:35:00+05:30,1925.25,1925.25,1922.050048828125,1923.6500244140625,15656
2025-04-08 09:36:00+05:30,1923.1500244140625,1926.3499755859375,1922.8499755859375,1925.9000244140625,16684
2025-04-08 09:37:00+05:30,1920.449951171875,1923.949951171875,1920.0,1922.8499755859375,23007
2025-04-08 09:38:00+05:30,1921.050048828125,1922.550048828125,1920.050048828125,1921.9000244140625,20781
2025-04-08 09:39:00+05:30,1926.4000244140625,1928.0,1920.3499755859375,1920.3499755859375,19956
2025-04-08 09:40:00+05:30,1927.699951171875,1929.0,1924.75,1926.800048828125,24939
2025-04-08 09:41:00+05:30,1926.550048828125,1928.0,1925.050048828125,1928.0,21681
2025-04-08 09:42:00+05:30,1925.3499755859375,1926.949951171875,1925.0,1926.1500244140625,14912
2025-04-08 09:43:00+05:30,1926.5999755859375,1926.8499755859375,1925.0,1925.0,10447
2025-04-08 09:44:00+05:30,1927.0,1929.550048828125,1927.0,1927.0,20598
2025-04-08 09:45:00+05:30,1932.75,1932.75,1927.1500244140625,1927.449951171875,41379
2025-04-08 09:46:00+05:30,1933.0999755859375,1934.0,1931.3499755859375,1932.75,33706
2025-04-08 09:47:00+05:30,1930.9000244140625,1934.0,1930.3499755859375,1933.5,21429
2025-04-08 09:48:00+05:30,1928.25,1930.8499755859375,1925.6500244140625,1930.8499755859375,25866
2025-04-08 09:49:00+05:30,1929.3499755859375,1931.800048828125,1928.3499755859375,1928.5999755859375,17289
2025-04-08 09:50:00+05:30,1929.550048828125,1930.949951171875,1927.550048828125,1929.199951171875,11600
2025-04-08 09:51:00+05:30,1927.3499755859375,1929.6500244140625,1925.0999755859375,1929.449951171875,60363
2025-04-08 09:52:00+05:30,1924.0,1928.5,1923.0,1928.449951171875,16529
2025-04-08 09:53:00+05:30,1922.5999755859375,1923.3499755859375,1921.0,1923.3499755859375,21175
2025-04-08 09:54:00+05:30,1920.9000244140625,1923.1500244140625,1920.5,1923.1500244140625,17194
2025-04-08 09:55:00+05:30,1918.0,1920.5,1918.0,1920.5,17320
2025-04-08 09:56:00+05:30,1914.449951171875,1918.050048828125,1914.449951171875,1918.050048828125,16440
2025-04-08 09:57:00+05:30,1910.75,1916.300048828125,1910.199951171875,1914.699951171875,26441
2025-04-08 09:58:00+05:30,1909.300048828125,1912.0,1908.199951171875,1910.199951171875,16202
2025-04-08 09:59:00+05:30,1906.3499755859375,1910.050048828125,1904.8499755859375,1908.949951171875,36412
2025-04-08 10:00:00+05:30,1908.199951171875,1909.699951171875,1905.949951171875,1906.0,14665
2025-04-08 10:01:00+05:30,1908.25,1908.6500244140625,1906.0,1908.449951171875,9365
2025-04-08 10:02:00+05:30,1908.5999755859375,1909.3499755859375,1907.0,1908.75,3647
2025-04-08 10:03:00+05:30,1912.0,1912.449951171875,1908.300048828125,1908.550048828125,17959
2025-04-08 10:04:00+05:30,1907.050048828125,1911.0,1907.050048828125,1911.0,18358
2025-04-08 10:05:00+05:30,1908.3499755859375,1909.0999755859375,1906.0,1906.5,5814
2025-04-08 10:06:00+05:30,1909.3499755859375,1912.9000244140625,1908.0,1908.9000244140625,7052
2025-04-08 10:07:00+05:30,1911.6500244140625,1912.300048828125,1909.0,1909.75,5322
2025-04-08 10:08:00+05:30,1912.050048828125,1912.699951171875,1911.4000244140625,1912.5,9969
2025-04-08 10:09:00+05:30,1911.800048828125,1912.5999755859375,1910.8499755859375,1912.0,2041
2025-04-08 10:10:00+05:30,1913.0999755859375,1913.0999755859375,1911.0999755859375,1911.9000244140625,4620
2025-04-08 10:11:00+05:30,1912.25,1914.0,1911.949951171875,1913.0999755859375,8381
2025-04-08 10:12:00+05:30,1909.449951171875,1912.8499755859375,1909.0999755859375,1912.199951171875,16312
2025-04-08 10:13:00+05:30,1906.300048828125,1909.300048828125,1904.550048828125,1909.0,8561
